;Europe * Francé;Europe * Spain;Europe * Greecà;Asia * China;Asia * Japon;Asia * India;Africa * Gabon;Africa * Cameroùn;Africa * Guinée equatoriale;Africa * Namibie;Africa * Éthiopie;North America * USA;North America * Canadà;North America * ¡¢£¤¥¦§¨©ª«¬­®¯°±²³´µ¶·¸¹º»¼½¾¿ÀÁÂÃÄÅÆÇÈÉÊËÌÍÎÏÐÑÒÓÔÕÖ×ØÙÚÛÜÝÞßàáâãäåæçèéêëìíîïðñòóôõö÷øùúûüýþÿ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????;""North America *  !\"#$%&'()*+,-./0123456789:<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\\]^_`abcdefghijklmnopqrstuvwxyz{|}~""
1990-11-30;357,93141;3145,730606;254,134071;85,051353;180,798352;71,207667;27,374236;60,240287;98,282874;19,303463;38,728773;85,305677;117,39037;85,305677;85,305677
1990-12-31;355,049987;3052,750324;254,599612;84,992122;180,991331;71,180216;27,181061;59,913933;98,282874;19,939368;38,661333;86,099174;118,228538;86,099174;86,099174
1991-01-31;352,305857;2967,918116;254,172017;84,974086;181,365193;71,147979;26,973505;59,740926;98,282874;20,446112;38,654479;86,818722;119,115002;86,818722;86,818722
1991-02-28;350,53304;2933,87375;253,038873;85,084402;181,748402;71,085114;26,852859;59,809036;98,282874;20,740731;38,704479;87,404966;120,011932;87,404966;87,404966
1991-03-31;350,053597;2951,953772;251,450087;85,398729;181,934938;70,953987;26,934355;60,245952;98,282874;20,777422;38,778082;87,758637;120,899547;87,758637;87,758637
1991-04-30;350,701967;2991,148794;249,71152;85,94216;181,741426;70,737025;27,232036;60,993994;98,282874;20,577409;38,933328;87,917557;121,762086;87,917557;87,917557
1991-05-31;352,078887;3016,374461;248,101592;86,708717;181,057104;70,439822;27,670119;61,959534;98,282874;20,208952;39,239676;87,864122;122,59834;87,864122;87,864122
1991-06-30;353,604762;3008,925257;246,823876;87,636747;179,853907;70,064651;28,114051;62,969904;98,282874;19,756729;39,714269;87,709307;123,382597;87,709307;87,709307
1991-07-31;354,841848;2974,694899;245,994718;88,651707;178,209239;69,632841;28,425444;63,852548;98,282874;19,337045;40,302755;87,617193;124,054908;87,617193;87,617193
1991-08-31;355,435797;2933,282493;245,599909;89,639432;176,210207;69,145825;28,58498;64,552143;98,282874;19,014876;40,862775;87,629719;124,551367;87,629719;87,629719
1991-09-30;355,386457;2905,39286;245,513476;90,497713;173,978041;68,639611;28,690488;65,101757;98,282874;18,773764;41,26721;87,760687;124,83983;87,760687;87,760687
1991-10-31;354,929332;2904,823027;245,569749;91,121776;171,601108;68,127069;28,856629;65,55272;98,282874;18,602412;41,535441;87,952183;124,894566;87,952183;87,952183
1991-11-30;354,31808;2928,010982;245,575543;91,471386;169,127312;67,617178;29,126987;65,878326;98,282874;18,471327;41,721214;88,133754;124,689565;88,133754;88,133754
1991-12-31;353,766016;2963,487342;245,324263;91,56363;166,587032;67,176411;29,450272;66,041317;98,282874;18,357307;41,861632;88,279881;124,206239;88,279881;88,279881
1992-01-31;353,165188;2991,284363;244,639936;91,417889;164,060025;66,853884;29,732924;65,991918;98,282874;18,221213;42,010315;88,467743;123,453293;88,467743;88,467743
1992-02-29;352,614414;2995,47903;243,395636;91,074639;161,540196;66,664582;29,909965;65,725475;98,282874;18,072817;42,136072;88,672799;122,478093;88,672799;88,672799
1992-03-31;352,237841;2969,869588;241,518428;90,576364;158,979315;66,603177;29,976378;65,29948;98,282874;17,973833;42,255976;88,849749;121,357226;88,849749;88,849749
1992-04-30;351,640702;2911,671558;239,046593;89,98193;156,332406;66,616712;30,032709;64,926771;98,282874;17,987882;42,352536;88,894048;120,162211;88,894048;88,894048
1992-05-31;350,361776;2828,371224;236,081879;89,376075;153,530931;66,606307;30,164115;64,74564;98,282874;18,097597;42,381094;88,81524;118,932642;88,81524;88,81524
1992-06-30;347,935751;2733,590329;232,936804;88,887419;150,555199;66,486629;30,39994;64,754932;98,282874;18,205044;42,311704;88,618231;117,74355;88,618231;88,618231
1992-07-31;344,36155;2631,286389;229,939864;88,590333;147,419801;66,189249;30,72484;64,902045;98,282874;18,211112;42,22106;88,336283;116,668698;88,336283;88,336283
1992-08-31;339,913669;2534,994688;227,300565;88,508478;144,240137;65,694772;31,009225;65,038886;98,282874;18,036662;42,23514;88,026276;115,763782;88,026276;88,026276
1992-09-30;335,47663;3093,641911;225,236214;88,663367;141,126195;65,012184;31,0661;64,988753;98,282874;17,666958;42,502519;87,667862;115,079615;87,667862;87,667862
1992-10-31;331,685749;3034,658025;223,818027;89,063817;138,159782;64,154837;30,848489;64,661715;98,282874;17,120761;43,135227;87,314179;114,651054;87,314179;87,314179
1992-11-30;329,026215;3014,331489;223,178991;89,664056;135,427619;63,172831;30,405453;64,084515;98,282874;16,523579;44,194557;87,068366;114,50481;87,068366;87,068366
1992-12-31;327,778566;3020,425999;223,365341;90,400414;133,009631;62,12668;29,875839;63,412223;98,282874;16,067799;45,603763;86,927129;114,654257;86,927129;86,927129
1993-01-31;327,630103;3031,64058;224,089475;91,1405;130,881889;61,057924;29,419382;62,789308;98,282874;15,89101;47,265796;86,76197;115,09139;86,76197;86,76197
1993-02-28;327,822666;3035,869315;225,02014;91,764094;129,016998;60,014441;29,103655;62,284694;98,282874;16,028034;49,120819;86,595239;115,813381;86,595239;86,595239
1993-03-31;327,355803;3035,972258;225,913872;92,182167;127,36663;59,055541;28,887177;61,876275;98,282874;16,419752;51,113153;86,549856;116,780975;86,549856;86,549856
1993-04-30;325,971547;3040,829581;226,463104;92,358997;125,849287;58,233934;28,740196;61,519735;98,282874;16,92977;53,191518;86,737247;117,934394;86,737247;86,737247
1993-05-31;323,994216;3044,231677;226,557674;92,259658;124,444075;57,610706;28,622192;61,203706;98,282874;17,458189;55,240812;87,221475;119,184187;87,221475;87,221475
1993-06-30;322,425918;3037,855184;226,161813;91,904948;123,104286;57,220963;28,520434;60,907964;98,282874;17,974293;57,128203;88,066133;120,435806;88,066133;88,066133
1993-07-31;322,297326;3038,113459;225,278044;91,351765;121,744581;57,087961;28,382783;60,597535;98,282874;18,43755;58,750985;89,138923;121,586902;89,138923;89,138923
1993-08-31;324,285112;3044,982163;224,157485;90,704866;120,310868;57,241536;28,223695;60,322602;98,282874;18,870792;60,081806;90,3535;122,569412;90,3535;90,3535
1993-09-30;328,250098;3054,036064;223,025968;90,08114;118,797972;57,676001;28,091718;60,192533;98,282874;19,337361;61,131064;91,661383;123,346118;91,661383;91,661383
1993-10-31;333,387315;3061,732313;222,086886;89,569008;117,236677;58,346998;27,962382;60,239492;98,282874;19,851568;61,825745;92,968975;123,883908;92,968975;92,968975
1993-11-30;338,522682;3067,541703;221,415859;89,267842;115,688818;59,214742;27,887416;60,421172;98,282874;20,403341;62,086232;94,169222;124,206428;94,169222;94,169222
1993-12-31;342,107518;3062,103692;220,996137;89,200816;114,223233;60,205669;28,020466;60,624198;98,282874;20,948206;61,951719;95,227678;124,362278;95,227678;95,227678
1994-01-31;343,54689;3052,181824;220,839105;89,359495;112,875135;61,234291;28,495707;60,755278;98,282874;21,475255;61,451577;96,10186;124,409887;96,10186;96,10186
1994-02-28;342,998563;3048,648248;220,877043;89,696792;111,678906;62,23827;29,336752;60,734538;98,282874;21,990933;60,662867;96,715714;124,392462;96,715714;96,715714
1994-03-31;341,017244;3065,52087;221,027548;90,167242;110,718868;63,19351;30,457591;60,545369;98,282874;22,589014;59,699721;97,018007;124,365557;97,018007;97,018007
1994-04-30;338,683324;3113,736272;221,240087;90,742945;110,07713;64,106603;31,578991;75,432433;98,282874;23,318779;58,642459;97,060214;124,343249;97,060214;97,060214
1994-05-31;336,523768;3188,610398;221,438467;91,426959;109,778884;65,017409;32,529386;75,008569;98,282874;24,229428;57,624929;96,918818;124,362834;96,918818;96,918818
1994-06-30;334,589076;3264,229708;221,502852;92,17284;109,801832;65,967919;33,353805;74,523154;98,282874;25,312817;56,796064;96,574048;124,449542;96,574048;96,574048
1994-07-31;332,493015;3301,467167;221,309543;92,898563;110,05858;66,964882;34,198973;74,038879;98,282874;26,591914;56,266498;96,01942;124,628509;96,01942;96,01942
1994-08-31;329,744491;3288,066061;220,933858;93,560476;110,434323;68,000155;35,166539;73,611498;98,282874;28,022288;56,067479;95,293001;124,945817;95,293001;95,293001
1994-09-30;325,74364;3236,070741;220,49677;94,126001;110,723125;69,06494;36,190522;73,366183;98,282874;29,469022;56,18222;94,496893;125,394847;94,496893;94,496893
1994-10-31;320,831951;3164,56803;220,123515;94,575321;110,786512;70,130054;37,195087;73,381924;98,282874;30,823183;34,310123;93,750299;125,9195;93,750299;93,750299
1994-11-30;315,566316;3092,09448;220,024964;94,897945;110,540816;71,152863;37,877716;73,589456;98,282874;31,940313;34,94283;93,077071;126,429938;93,077071;93,077071
1994-12-31;310,674872;3045,330166;220,179328;95,075137;109,891488;72,042809;37,95327;73,780034;98,282874;32,705665;35,69534;92,39106;126,852795;92,39106;92,39106
1995-01-31;306,881272;3032,248305;220,607805;95,117511;108,810512;72,740643;37,422612;85,681995;98,282874;33,07914;36,519153;91,681716;127,141971;91,681716;91,681716
1995-02-28;304,312701;3032,215154;221,248357;95,065945;107,356789;73,200259;36,499248;85,303104;98,282874;33,071153;37,41083;91,013033;127,259618;91,013033;91,013033
1995-03-31;302,949546;3026,070055;221,907889;94,973815;105,632426;73,381131;35,532552;84,596497;98,282874;32,778779;38,348792;90,417928;127,164647;90,417928;90,417928
1995-04-30;302,047549;3004,850987;222,40255;94,890632;103,779516;73,300566;34,840834;83,642856;98,282874;32,424591;39,29007;89,858508;126,891275;89,858508;89,858508
1995-05-31;301,099885;2981,605998;222,57622;94,821439;101,895658;73,002917;34,555435;82,708228;98,282874;32,213774;40,178911;89,352878;126,49072;89,352878;89,352878
1995-06-30;299,973227;2970,213286;222,221417;94,74113;100,026199;72,532428;34,554031;82,077092;98,282874;32,247109;40,977295;88,820989;125,969358;88,820989;88,820989
1995-07-31;298,300591;2971,829752;221,365214;94,624383;98,263625;71,967645;34,698276;81,878954;98,282874;32,528247;41,666847;88,277088;125,379575;88,277088;88,277088
1995-08-31;296,198232;2982,253265;219,958122;94,448855;96,694982;71,36229;35,023889;82,113387;98,282874;32,987522;42,178182;87,756028;124,791853;87,756028;87,756028
1995-09-30;293,822355;2991,732706;217,973965;94,193852;95,353515;70,7186;35,622476;82,663873;98,282874;33,522429;42,403614;87,169282;124,227798;87,169282;87,169282
1995-10-31;290,891147;2999,73974;215,57895;93,896085;94,249799;70,060606;36,457307;83,374699;98,282874;33,927437;42,252966;86,468498;123,747724;86,468498;86,468498
1995-11-30;287,233623;3003,530878;212,85823;93,587404;93,324373;69,377227;37,579587;84,113306;98,282874;34,038725;41,751646;85,66286;123,414527;85,66286;85,66286
1995-12-31;283,152907;2996,63539;210,035181;93,278397;92,555367;68,657036;39,058819;84,786992;98,282874;33,916546;41,006645;84,853214;123,25392;84,853214;84,853214
1996-01-31;278,767284;2964,577986;207,289965;93,020688;91,950473;67,915474;40,578275;85,370389;98,282874;33,671514;40,205484;84,166722;123,281804;84,166722;84,166722
1996-02-29;274,322796;2907,523404;204,785072;92,881677;91,550182;67,205997;41,848538;85,832907;98,282874;33,457658;39,584302;83,726293;123,510375;83,726293;83,726293
1996-03-31;270,251977;2817,706104;202,630864;92,910861;91,368251;66,578488;42,661078;86,227398;98,282874;33,365395;39,279751;83,586703;123,92031;83,586703;83,586703
1996-04-30;266,452907;2692,441295;200,934683;93,073892;91,404326;66,059852;42,903959;86,596248;98,282874;33,346554;39,357973;83,755191;124,448713;83,755191;83,755191
1996-05-31;262,487062;2543,930085;199,718662;93,324346;91,629533;65,653989;42,714172;86,88298;98,282874;33,397327;39,786774;84,123201;124,987234;84,123201;84,123201
1996-06-30;257,780812;2406,424829;198,974571;93,581;92,028141;65,346068;42,361548;86,970106;98,282874;33,516001;40,525608;84,591699;125,441837;84,591699;84,591699
1996-07-31;252,260868;2312,451994;198,66541;93,822229;92,607006;65,136277;42,024227;86,888348;98,282874;33,711161;41,508708;85,112633;125,745161;85,112633;85,112633
1996-08-31;245,945977;2276,939418;198,683727;94,066753;93,315482;65,030534;41,830903;86,717206;98,282874;34,070683;42,626535;85,590414;125,806519;85,590414;85,590414
1996-09-30;239,185299;2288,099476;198,877299;94,331259;94,138197;65,04375;41,965901;86,502273;98,282874;34,624535;43,819927;85,987952;125,643931;85,987952;85,987952
1996-10-31;232,726792;2318,880116;199,110261;94,576574;95,074764;65,160243;42,441566;86,331477;98,282874;35,355487;45,055006;86,300479;125,351936;86,300479;86,300479
1996-11-30;227,197635;2343,97002;199,252547;94,720853;96,100475;65,370929;43,100072;86,352948;98,282874;36,197058;46,358593;86,519853;125,072899;86,519853;86,519853
1996-12-31;222,764451;2352,711109;199,236581;94,776397;97,242649;65,696857;43,702112;86,706102;98,282874;37,074265;47,793362;86,684235;125,032025;86,684235;86,684235
1997-01-31;219,404254;2355,359751;199,14148;94,781298;98,571506;66,154297;44,159748;87,421442;98,282874;37,923066;49,381552;86,851382;125,384846;86,851382;86,851382
1997-02-28;216,966017;2371,386675;199,106119;94,788765;100,092507;66,730564;44,516112;88,530821;98,282874;38,734073;51,03604;87,005298;126,187548;87,005298;87,005298
1997-03-31;215,013004;2405,84988;199,363757;94,875439;101,754691;67,436304;44,828317;90,008106;98,282874;39,430234;52,591317;87,153242;127,429798;87,153242;87,153242
1997-04-30;213,272867;2451,5381;200,012143;95,116568;103,433658;68,26457;45,263836;91,740287;98,282874;39,981138;53,975686;87,284792;129,054726;87,284792;87,284792
1997-05-31;211,923928;2485,082631;201,068213;95,555276;105,006391;69,180975;45,968124;93,609344;98,282874;40,40916;55,207365;87,392706;130,949222;87,392706;87,392706
1997-06-30;211,034361;2480,230475;202,512547;96,214523;106,37562;70,183809;46,979675;95,424805;98,282874;40,671827;56,273347;87,481991;133,010475;87,481991;87,481991
1997-07-31;210,617048;2430,522777;204,227274;97,084752;107,405133;71,247838;48,233002;96,993806;98,282874;40,846819;57,149048;87,565508;135,08286;87,565508;87,565508
1997-08-31;210,745666;2346,758456;205,95055;98,083463;107,949017;72,320055;49,431938;98,205092;98,282874;41,065522;57,831643;87,615949;136,956596;87,615949;87,615949
1997-09-30;211,290545;2254,147857;207,533355;99,120075;107,972169;73,373677;50,304487;99,058937;98,282874;41,573443;58,331004;87,639991;138,453431;87,639991;87,639991
1997-10-31;211,924942;2169,505841;208,741571;100,086856;107,508754;74,390642;50,824567;99,538935;98,282874;42,611446;58,713513;87,640836;139,512549;87,640836;87,640836
1997-11-30;212,402291;2107,400563;209,332974;100,898105;106,702404;75,355553;51,260458;99,766419;98,282874;44,119014;59,044877;87,649416;140,125689;87,649416;87,649416
1997-12-31;212,452039;2067,307741;209,170888;101,507476;105,745777;76,257049;51,62333;99,987947;98,282874;45,734764;59,367719;87,757869;140,331963;87,757869;87,757869
1998-01-31;211,832833;2035,533823;208,117171;101,857374;104,807417;77,070995;52,108568;100,477992;98,282874;47,161406;59,676095;88,00499;112,722593;88,00499;88,00499
1998-02-28;210,541411;2001,693016;206,261842;101,903824;104,071702;77,791578;52,761544;101,419723;98,282874;48,545869;59,927582;88,363985;112,34877;88,363985;88,363985
1998-03-31;208,75549;1970,488971;203,777285;101,611614;103,667731;78,398624;53,550509;102,727691;98,282874;49,874494;60,12465;88,810915;111,802292;88,810915;88,810915
1998-04-30;206,858782;1949,175462;200,884357;100,97253;103,61932;78,862391;54,524971;104,262868;98,282874;51,264826;60,332012;89,282018;111,121011;89,282018;89,282018
1998-05-31;205,015121;1942,270352;197,72187;100,028433;103,878625;79,11226;55,571416;105,818113;98,282874;52,856966;60,621185;89,653073;110,314656;89,653073;89,653073
1998-06-30;203,401149;1953,452413;194,528321;98,921872;104,370515;79,120551;56,568067;107,209127;98,282874;54,643685;61,078981;89,909029;109,467402;89,909029;89,909029
1998-07-31;202,181665;1978,117811;191,457411;97,804987;104,986816;78,88431;57,569099;108,320201;98,282874;56,57481;61,679029;90,014294;108,712867;90,014294;90,014294
1998-08-31;201,25487;2001,689363;188,723203;96,802711;105,658725;78,456278;58,545658;109,158338;98,282874;58,281309;62,459178;89,965626;108,248982;89,965626;89,965626
1998-09-30;200,508532;2009,158535;186,470771;95,941597;106,351185;77,903067;59,390709;109,849155;98,282874;59,529208;63,473008;89,777729;108,197913;89,777729;89,777729
1998-10-31;199,746434;1998,732496;184,784594;95,196327;107,033066;77,284799;60,128886;110,481487;98,282874;60,415216;64,709555;89,470776;108,635899;89,470776;89,470776
1998-11-30;198,672787;1972,924885;183,82545;94,600684;107,775318;76,688823;60,87214;111,034077;98,282874;61,386514;66,029783;89,083119;109,630803;89,083119;89,083119
1998-12-31;197,105517;1932,28958;183,697284;94,155174;108,632798;76,19107;61,673136;111,517721;98,282874;62,563719;67,255969;88,625467;111,135767;88,625467;88,625467
1999-01-31;194,985453;1889,541072;184,324151;93,84731;109,569465;75,828456;62,670088;112,081313;98,282874;63,857917;68,122791;88,11352;113,017901;88,11352;88,11352
1999-02-28;192,448971;1850,785966;185,565547;93,681073;110,585079;75,645257;63,772069;112,738396;98,282874;64,74397;68,486043;87,580675;115,181542;87,580675;87,580675
1999-03-31;189,852394;1819,985262;187,160488;93,614406;111,668517;75,635221;65,03147;113,539559;98,282874;65,152952;68,344509;87,040853;117,555206;87,040853;87,040853
1999-04-30;187,680571;1806,065454;188,845689;93,624166;112,828956;75,765944;66,241376;114,480613;98,282874;65,558841;67,809275;86,517978;120,082931;86,517978;86,517978
1999-05-31;186,230045;1813,430747;190,486901;93,675666;114,053357;76,051002;67,200949;115,523237;98,282874;65,987316;66,965422;86,084278;122,733467;86,084278;86,084278
1999-06-30;185,635932;1839,935723;191,881736;93,73397;115,28535;76,460642;67,811993;116,758807;98,282874;66,756443;65,986818;85,739968;125,408231;85,739968;85,739968
1999-07-31;185,683006;1876,26858;192,908576;93,75441;116,461752;76,945476;68,108071;118,259333;98,282874;67,79334;65,099471;85,484361;127,981729;85,484361;85,484361
1999-08-31;185,895282;1911,463884;193,528375;93,735528;117,560827;77,465401;68,28536;119,993385;98,282874;68,919;64,52989;85,379548;130,369322;85,379548;85,379548
1999-09-30;185,999701;1938,143989;193,745649;93,730281;118,547751;77,960953;68,59538;121,822533;98,282874;69,72106;64,378125;85,478543;132,521535;85,478543;85,478543
1999-10-31;185,844283;1950,121646;193,579029;93,838948;119,374672;78,379511;69,21157;123,645575;98,282874;69,536032;64,669714;85,834464;134,401286;85,834464;85,834464
1999-11-30;185,420232;1945,541038;193,11813;94,140582;119,999947;78,70198;70,071751;125,310431;98,282874;68,377969;65,328161;86,485535;135,905098;86,485535;86,485535
1999-12-31;184,868367;1931,998393;192,54036;94,650825;120,35532;78,916757;71,126826;126,572506;98,282874;67,133591;66,244851;87,360861;136,918504;87,360861;87,360861
2000-01-31;184,377237;1909,078938;192,14495;95,331926;120,442996;79,064899;71,975382;127,288753;98,282874;66,875939;67,343491;88,368065;100,97073;88,368065;88,368065
2000-02-29;183,990621;1873,198065;192,173519;96,15683;120,247188;79,18016;72,236663;127,553237;98,282874;67,796797;68,531475;89,461065;101,023989;89,461065;89,461065
2000-03-31;183,592623;1829,711142;192,740264;97,035196;119,77692;79,293436;72,026061;127,486721;98,282874;69,499181;69,764543;90,578199;100,838556;90,578199;90,578199
2000-04-30;183,145186;1786,441979;193,813579;97,841116;119,101716;79,420143;71,801844;127,100972;98,282874;70,997576;47,272737;91,652952;100,497998;91,652952;91,652952
2000-05-31;182,480761;1751,998015;195,32568;98,528678;118,402463;79,610695;72,00711;126,646025;98,282874;71,85073;48,559207;92,706434;100,162283;92,706434;92,706434
2000-06-30;181,292688;1738,6321;197,154339;99,043165;117,784577;79,910803;72,753131;126,398451;98,282874;72,105062;49,834083;93,730019;99,988279;93,730019;93,730019
2000-07-31;179,608065;1753,317157;199,038846;99,359094;117,382238;80,334581;73,814351;126,572687;98,282874;71,96547;51,03973;94,644224;100,061143;94,644224;94,644224
2000-08-31;177,666092;1794,854737;200,756636;99,447978;117,283981;80,88342;74,937714;127,363145;98,282874;72,065056;52,1276;95,391574;100,355577;95,391574;95,391574
2000-09-30;175,685042;1845,178678;202,081634;99,279589;117,497008;81,511428;75,814088;128,814374;98,282874;72,788038;53,014281;95,908473;100,760612;95,908473;95,908473
2000-10-31;173,793956;1884,69299;202,887914;98,928191;118,028626;82,144771;76,390453;130,754445;98,282874;74,625443;53,698507;96,221232;101,190468;96,221232;96,221232
2000-11-30;172,148946;1904,157895;203,098813;98,466106;118,819566;82,683803;76,627204;132,787619;98,282874;77,177684;54,228849;96,369152;101,497776;96,369152;96,369152
2000-12-31;170,723397;1903,104258;202,633833;97,947981;119,724785;83,026467;76,855586;134,466769;98,282874;79,520351;54,701796;96,415658;101,566776;96,415658;96,415658
2001-01-31;169,450629;1891,613782;201,516449;97,482815;120,638946;83,115683;77,361049;135,344381;98,282874;80,912638;55,149669;96,438025;101,42764;96,438025;96,438025
2001-02-28;168,270823;1879,83966;199,853531;97,09672;121,475082;82,924645;78,227974;135,318563;98,282874;81,626987;55,687625;96,422445;101,12218;96,422445;96,422445
2001-03-31;167,238664;1869,784957;197,741924;96,867086;122,177563;82,43821;79,151904;134,581556;98,282874;82,04242;56,403957;96,398308;100,736464;96,398308;96,398308
2001-04-30;166,412771;1857,325325;195,411329;96,860004;122,774397;81,70403;79,65363;133,624625;98,282874;82,094179;57,320933;96,393086;100,40275;96,393086;96,393086
2001-05-31;165,961593;1840,418891;193,071822;97,065071;123,266868;80,796662;79,684309;132,806587;98,282874;81,9071;58,496562;96,433131;100,249212;96,433131;96,433131
2001-06-30;165,954415;1811,901154;190,807623;97,461079;123,717101;79,781812;79,437903;132,265854;98,282874;81,990063;59,996021;96,442591;100,362972;96,442591;96,442591
2001-07-31;166,001052;1768,116784;188,797691;98,010417;124,181858;78,73271;79,058594;132,027869;98,282874;82,628835;61,823055;96,344821;100,807308;96,344821;96,344821
2001-08-31;165,822188;1711,812259;187,098558;98,652382;124,674757;77,687508;78,715747;131,934081;98,282874;83,866172;63,948182;96,072603;101,615398;96,072603;96,072603
2001-09-30;165,29062;1654,730079;185,685426;99,349862;125,193451;76,705335;78,631405;131,810065;98,282874;85,56;66,299612;95,565635;102,819791;95,565635;95,565635
2001-10-31;164,566262;1612,379266;184,564768;100,021528;125,743858;75,86975;78,758221;131,585711;98,282874;87,510355;68,743238;94,840191;104,303281;94,840191;94,840191
2001-11-30;163,879773;1588,252725;183,709589;100,584832;126,230767;75,252897;78,9691;131,47516;98,282874;89,312326;71,130438;93,958492;105,934011;93,958492;93,958492
2001-12-31;163,318838;1581,751981;183,132009;101,003443;126,609216;74,923472;79,192312;131,790755;98,282874;90,821114;73,323612;93,056079;107,612874;93,056079;93,056079
2002-01-31;162,792346;1590,839408;182,814637;101,298909;126,890371;74,896081;79,097081;132,680082;98,282874;91,612498;75,269687;92,319511;109,248948;92,319511;92,319511
2002-02-28;162,114714;1613,660543;182,616365;101,510048;127,091226;75,126115;78,989915;133,91268;98,282874;91,471035;76,931274;91,841405;110,703075;91,841405;91,841405
2002-03-31;161,083116;1645,542228;182,428592;101,652084;127,252573;75,577489;79,185241;135,266104;98,282874;90,591025;78,365727;91,642137;111,832844;91,642137;91,642137
2002-04-30;159,600589;1679,560259;182,125164;101,788267;127,385049;76,204452;79,745114;136,476423;98,282874;89,607854;79,573098;91,723468;112,602223;91,723468;91,723468
2002-05-31;157,86245;1706,312956;181,668883;101,947442;127,448528;76,918865;80,501271;137,274304;98,282874;88,673247;80,579391;91,98641;113,008323;91,98641;91,98641
2002-06-30;156,364858;1714,070462;181,08822;102,11477;127,42326;77,627435;81,143165;137,636502;98,282874;87,539585;81,376582;92,290569;113,052787;92,290569;92,290569
2002-07-31;155,402066;1701,4628;180,502547;102,309705;127,358263;78,265335;81,378888;137,568753;98,282874;86,286703;81,988054;92,521243;112,798563;92,521243;92,521243
2002-08-31;154,8472;1675,202505;180,036816;102,472101;127,249248;78,759509;81,0232;137,157119;98,282874;85,25692;82,390997;92,557237;112,276539;92,557237;92,557237
2002-09-30;154,243043;1643,980923;179,868658;102,569966;127,140939;79,02765;80,216603;136,514289;98,282874;84,779637;82,638949;92,322134;111,534011;92,322134;92,322134
2002-10-31;153,293563;1616,005416;180,085466;102,567572;127,072376;79,062823;79,398657;135,775486;98,282874;84,983252;82,778921;91,764285;110,734223;91,764285;91,764285
2002-11-30;151,925544;1600,450173;180,659618;102,396832;127,054451;78,8699;79,208775;135,035955;98,282874;86,026898;82,800434;90,794598;110,0358;90,794598;90,794598
2002-12-31;150,561403;1596,494513;181,553456;102,053543;127,180642;78,513533;79,796454;134,289561;98,282874;87,905043;82,695109;89,395621;109,648771;89,395621;89,395621
